CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCPSU4806,DESEMBOCADURA DEL RIO COZOALTEPEC AL MAR SEG 51 ISA 10B,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,TRANSICION RIO - MAR,LÓTICO - COSTERO,OCÉANO-MAR,"-96,76175","15,72812",2012-2021,<2,Excelente,"14,36",Buena calidad,19,Excelente,4886,Contaminada,1115,Fuertemente contaminada,<3,Excelente,"96,3",Excelente,"49,15",Aceptable,,,,,<1,No Toxico,<1,No Toxico,,,,,"2,1",Toxicidad moderada,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,SI,SI,SI,COSTERO
OCPSU4807,DESEMBOCADURA DEL RIO COZOALTEPEC A PLAYA LA ESCOBILLA,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,TRANSICION RIO - MAR,LÓTICO - COSTERO,OCÉANO-MAR,"-96,76220","15,72600",2012-2021,,,,,14,Excelente,4,Excelente,,,<3,Excelente,,,"96,8",Excelente,,,,,,,,,,,,,"6,1",Toxicidad alta,,,Rojo,"TOX_S,",ND,ND,SI,SI,ND,SI,SI,NO,COSTERO
OCPSU4807M1,DESEMBOCADURA DEL RIO COZOALTEPEC A PLAYA LA ESCOBILLA,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,TRANSICION RIO - MAR,LÓTICO - COSTERO,OCÉANO-MAR,"-96,76846","15,72873",2012-2021,"5,02",Buena calidad,"44,7222",Contaminada,23,Excelente,6131,Contaminada,144,Buena calidad,98,Excelente,"74,9",Excelente,"64,9",Buena calidad,,,,,<1,No Toxico,"5,1",Toxicidad alta,,,,,"3,1",Toxicidad moderada,<1,No Toxico,Rojo,"DQO,CF,TOX_L,",SI,NO,SI,NO,SI,SI,SI,NO,COSTERO
OCPSU4808,RIO COZOALTEPEC 5,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,RIO COZOALTEPEC,LÓTICO,RÍO,"-96,76030","15,73580",2012-2021,"2,49",Excelente,"21,68",Aceptable,32,Buena calidad,240,Aceptable,30,Excelente,,,"94,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4808M1,SANTA CRUZ AMILPAS,PACIFICO SUR,OAXACA,SANTA CRUZ AMILPAS,RÍO ATOYAC-SALADO,RIO SALADO,LÓTICO,RIO,"-96,68510","17,05364",2012-2021,24,Aceptable,"94,41",Contaminada,36,Buena calidad,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,"26,5",Contaminada,,,,,,,"1,1",Toxicidad baja,"10,1",Toxicidad alta,,,,,,,,,Rojo,"DQO,CF,E_COLI,OD%L,TOX_L,",SI,NO,SI,NO,NO,ND,NO,NO,LOTICO
OCPSU4809,RIO COZOALTEPEC 4,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,RIO COZOALTEPEC,LÓTICO,RÍO,"-96,76560","15,74430",2012-2021,<2,Excelente,"17,205",Buena calidad,29,Buena calidad,930,Aceptable,70,Excelente,,,"97,08",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4809M1,PUENTE TONAMECA,PACIFICO SUR,OAXACA,SANTA MARIA TONAMECA,Río Tonameca 1,RIO TONAMECA,LÓTICO,RÍO,"-96,54696","15,74323",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,3448,Contaminada,63,Excelente,,,"111,8",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4810,RIO COZOALTEPEC 3,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,RIO COZOALTEPEC,LÓTICO,RÍO,"-96,76100","15,73270",2012-2021,<2,Excelente,"17,12",Buena calidad,26,Buena calidad,1500,Contaminada,41,Excelente,,,"100,6",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4811,RIO COZOALTEPEC 2,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,RIO COZOALTEPEC,LÓTICO,RÍO,"-96,76140","15,74990",2012-2021,<2,Excelente,"14,35",Buena calidad,20,Excelente,"1990,5",Contaminada,150,Buena calidad,,,"103,75",Excelente,,,,,,,<1,No Toxico,"2,3",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4812,RIO  COZOALTEPEC 1,PACIFICO SUR,OAXACA,SANTA MARÍA TONAMECA,RÍO COZOALTEPEC 2,RIO COZOALTEPEC,LÓTICO,RÍO,"-96,72652","15,79466",2012-2021,<2,Excelente,"17,175",Buena calidad,14,Excelente,2100,Contaminada,150,Buena calidad,,,"102,65",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4813,PLAYA JUNTO AL RIO COLOTEPEC SEG 50 ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO COLOTEPEC 2,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,"-97,01873","15,80544",2012-2021,,,,,26,Buena calidad,<3,Excelente,,,<3,Excelente,,,"68,3",Buena calidad,"61,4",Buena calidad,"53,7",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4814,PLAYA JUNTO AL RIO COLOTEPEC SEG 50  ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO COLOTEPEC 2,BAHIA DEL PUERTO ANGELITO,COSTERO,BAHIA,"-97,02900","15,81360",2012-2021,,,,,"45,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"68,2",Buena calidad,"66,85",Buena calidad,67,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4814M1,PLAYA PUERTO ANGELITO,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MANIALTEPEC,OCEANO PACIFICO,COSTERO,BAHIA,"-97,07446","15,85762",2012-2021,,,,,18,Excelente,<3,Excelente,,,"20,5",Excelente,,,"63,9",Buena calidad,"55,05",Buena calidad,"49,5",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4815,PLAYA PUNTA  ZICATELA SEG 49 7 ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO MINIALTEPEC,OCEANO PACIFICO,COSTERO,BAHIA,"-97,04620","15,83450",2012-2021,,,,,"34,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"64,6",Buena calidad,"57,2",Buena calidad,57,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4816,PLAYA ZICATELA PUERTO ESCONDIDO SEG 49 5 ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO MINIALTEPEC,PLAYA ZICATELA,COSTERO,BAHIA,"-97,05026","15,84020",2012-2021,,,,,39,Buena calidad,<3,Excelente,,,<3,Excelente,,,64,Buena calidad,57,Buena calidad,"51,1",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4817,PLAYA ZICATELA PUERTO ESCONDIDO SEG 49  4 ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO MINIALTEPEC,PLAYA ZICATELA,COSTERO,BAHIA,"-97,05419","15,84556",2012-2021,,,,,"33,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,65,Buena calidad,"58,4",Buena calidad,"53,35",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4818,PLAYA DE ZICATELA PUERTO ESCONDIDO 49 2 ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO MINIALTEPEC,PLAYA ZICATELA,COSTERO,BAHIA,"-97,05696","15,85093",2012-2021,,,,,"38,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"67,3",Buena calidad,"60,2",Buena calidad,"53,75",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4819,PLAYA ZICATELA PTO ESCONDIDO SEG 49 ISA 9,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO MINIALTEPEC,PLAYA ZICATELA,COSTERO,BAHIA,"-97,05927","15,85544",2012-2021,,,,,34,Buena calidad,<3,Excelente,,,<3,Excelente,,,"65,4",Buena calidad,"60,95",Buena calidad,"55,3",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4820,BAHIA PUERTO ESCONDIDO,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MINIALTEPEC,BAHIA PUERTO ESCONDIDO,COSTERO,BAHIA,"-97,06407","15,85953",2012-2021,,,,,28,Buena calidad,<3,Excelente,,,<3,Excelente,,,"64,05",Buena calidad,"64,15",Buena calidad,63,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4821,PUERTO ESCONDIDO SEG 49 ISA 9,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MINALTEPEC,OCEANO PACIFICO,COSTERO,BAHIA,"-97,06690","15,85700",2012-2021,,,,,"40,5",Buena calidad,"20,75",Excelente,,,<3,Excelente,,,69,Buena calidad,67,Buena calidad,"61,5",Buena calidad,,,,,,,,,"2,2",Toxicidad moderada,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4821M1,PLAYA CARRIZALILLO,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MANIALTEPEC,OCEANO PACIFICO,COSTERO,BAHIA,"-97,07928","15,85891",2012-2021,,,,,"19,5",Excelente,<3,Excelente,,,15,Excelente,,,64,Buena calidad,"59,7",Buena calidad,"52,4",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4822,LAGUNA MANIALTEPEC 1,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MANIALTEPEC,LAGUNA MANIALTEPEC,COSTERO (HUMEDAL),LAGUNA,"-97,16020","15,93680",2012-2021,,,,,21,Excelente,<3,Excelente,,,<3,Excelente,,,"60,6",Buena calidad,"51,5",Buena calidad,"44,1",Aceptable,,,,,,,,,<1,No Toxico,"34,5",Toxicidad alta,Rojo,"TOX_F,",ND,ND,SI,SI,ND,SI,SI,NO,COSTERO
OCPSU4823,LAGUNA (MANIALTEPEC) 3,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MANIALTEPEC,LAGUNA MANIALTEPEC,COSTERO (HUMEDAL),LAGUNA,"-97,16580","15,92910",2012-2021,,,,,"19,5",Excelente,<3,Excelente,,,<3,Excelente,,,57,Buena calidad,52,Buena calidad,"62,5",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4824,LAGUNA MANIALTEPEC CENTRO,PACIFICO SUR,OAXACA,SAN PEDRO MIXTEPEC,RÍO MANIALTEPEC,LAGUNA MANIALTEPEC,COSTERO (HUMEDAL),LAGUNA,"-97,18420","15,93780",2012-2021,,,,,19,Excelente,<3,Excelente,,,<3,Excelente,,,"60,45",Buena calidad,"55,2",Buena calidad,59,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4825,LAGUNA MANIALTEPEC 2,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO MANIALTEPEC,LAGUNA MANIALTEPEC,COSTERO (HUMEDAL),LAGUNA,"-97,21349","15,94961",2012-2021,,,,,"18,5",Excelente,40,Excelente,,,15,Excelente,,,"54,55",Buena calidad,"52,8",Buena calidad,"50,15",Buena calidad,,,,,,,,,<1,No Toxico,"21,3",Toxicidad alta,Rojo,"TOX_F,",ND,ND,SI,SI,ND,SI,SI,NO,COSTERO
OCPSU4826,BOCABARRA LAGUNA MANIALTEPEC,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO MANIALTEPEC,LAGUNA MANIALTEPEC,COSTERO (HUMEDAL),LAGUNA,"-97,23565","15,92912",2012-2021,,,,,11,Excelente,40,Excelente,,,"21,5",Excelente,,,"58,7",Buena calidad,"68,2",Buena calidad,"61,5",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4827,PUENTE MANIALTEPEC,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO MANIALTEPEC,RIO MANIALTEPEC,LÓTICO,RÍO,"-97,25060","15,95960",2012-2021,<2,Excelente,"22,692",Aceptable,15,Excelente,930,Aceptable,355,Buena calidad,,,"59,8",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4828,RIO GRANDE 11,PACIFICO SUR,OAXACA,SANTA CATARINA JUQUILA,RÍO GRANDE,RIO GRANDE,LÓTICO,RÍO,"-97,41083","16,05415",2012-2021,<2,Excelente,"24,55",Aceptable,<10,Excelente,1800,Contaminada,430,Buena calidad,,,"63,15",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4829,PUENTE RIO GRANDE,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO GRANDE,RIO GRANDE,LÓTICO,RÍO,"-97,44054","16,01060",2012-2021,<2,Excelente,"24,92",Aceptable,<10,Excelente,1600,Contaminada,605,Aceptable,,,"58,65",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4829M1,PUENTE LAS ANIMAS NEJAPA,PACIFICO SUR,OAXACA,NEJAPA DE MADERO,RÍO SAN ANTONIO,RIO CUECHAPA,LÓTICO,RIO,"-96,03620","16,62229",2012-2021,<2,Excelente,"17,94",Buena calidad,146,Aceptable,1950,Contaminada,590,Aceptable,,,"62,7",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4830,RIO GRANDE 13,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO GRANDE,RIO GRANDE,LÓTICO,RÍO,"-97,44680","16,00499",2012-2021,<2,Excelente,"24,355",Aceptable,11,Excelente,2400,Contaminada,1215,Fuertemente contaminada,,,"58,35",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4831,RIO GRANDE 12,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO GRANDE,RIO GRANDE,LÓTICO,RÍO,"-97,47018","15,96893",2012-2021,<2,Excelente,"22,84",Aceptable,13,Excelente,2400,Contaminada,1500,Fuertemente contaminada,,,"59,3",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4832,DESEMBOCADURA DEL RIO GRANDE AL MAR1 SEG 47 ISA10B,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO GRANDE,RÍO GRANDE,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-97,47779","15,95458",2012-2021,<2,Excelente,"32,14",Aceptable,28,Buena calidad,1500,Contaminada,840,Aceptable,8,Excelente,"58,15",Buena calidad,"68,1",Buena calidad,101,Excelente,104,Excelente,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,SI,SI,SI,COSTERO
OCPSU4833,DESEMBODADURA DEL RIO GRANDE AL MAR2 SEG 47 ISA9,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO GRANDE,OCEANO PACIFICO,LÓTICO - COSTERO,OCÉANO-MAR,"-97,47464","15,95149",2012-2021,,,,,24,Excelente,35,Excelente,,,10,Excelente,,,68,Buena calidad,103,Excelente,103,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4834,BOCA BARRA LAGUNA PASTORIA,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,53949","15,96973",2012-2021,,,,,30,Buena calidad,<3,Excelente,,,10,Excelente,,,"60,2",Buena calidad,69,Buena calidad,"104,5",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4835,LAGUNA PASTORIA,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,57188","15,98570",2012-2021,,,,,"37,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"61,25",Buena calidad,"56,45",Buena calidad,"54,35",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4836,LAGUNA PASTORIA 2,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,57488","15,97719",2012-2021,,,,,40,Buena calidad,<3,Excelente,,,<3,Excelente,,,"64,15",Buena calidad,"67,5",Buena calidad,"59,3",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4836M1,LAGUNA PASTORIA 2,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,Río San Francisco,LAGUNA PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,55259","15,98357",2012-2021,,,,,33,Buena calidad,<3,Excelente,,,<3,Excelente,,,"51,6",Buena calidad,"48,05",Aceptable,"54,95",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,LENTICO
OCPSU4837,PLAYA PASTORIA2 SEG 46 ISA10B,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,"-97,60632","15,97123",2012-2021,,,,,"28,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"67,6",Buena calidad,"63,2",Buena calidad,"57,5",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4837M1,PLAYA PASTORIA2 SEG 46 ISA10B,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,Río San Francisco,OCEANO PACIFICO,COSTERO,OCEANO-MAR,"-97,53474","15,96768",2012-2021,,,,,26,Buena calidad,<3,Excelente,,,<3,Excelente,,,"63,25",Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4838,PLAYA PASTORIA1 SEG 46 ISA10B,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,OCEANO PACIFICO,COSTERO,OCÉANO-MAR,"-97,62279","15,97465",2012-2021,,,,,30,Buena calidad,<3,Excelente,,,<3,Excelente,,,"66,3",Buena calidad,"58,2",Buena calidad,50,Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4839,LAGUNA PASTORIA 3,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,63125","15,98722",2012-2021,,,,,44,Buena calidad,<3,Excelente,,,<3,Excelente,,,"55,1",Buena calidad,"62,4",Buena calidad,"52,1",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4840,LAGUNA DE CHACAHUA 1,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA DE CHACAHUA,COSTERO (HUMEDAL),LAGUNA,"-97,66087","15,98773",2012-2021,,,,,34,Buena calidad,<3,Excelente,,,<3,Excelente,,,56,Buena calidad,"75,2",Excelente,"75,2",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4841,LAGUNA DE CHACAHUA 2,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA DE CHACAHUA,COSTERO (HUMEDAL),LAGUNA,"-97,68530","15,99115",2012-2021,,,,,47,Buena calidad,<3,Excelente,,,<3,Excelente,,,"58,2",Buena calidad,100,Excelente,"83,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4842,LAGUNA CHACAHUA CENTRO,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA CHACAHUA,COSTERO (HUMEDAL),LAGUNA,"-97,69460","15,98009",2012-2021,,,,,35,Buena calidad,<3,Excelente,,,<3,Excelente,,,"56,8",Buena calidad,"62,3",Buena calidad,"51,25",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4843,LAGUNA DE CHACAHUA  3,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA DE CHACAHUA,COSTERO (HUMEDAL),LAGUNA,"-97,70243","15,97697",2012-2021,,,,,48,Buena calidad,<3,Excelente,,,<3,Excelente,,,"54,5",Buena calidad,89,Excelente,89,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4843M1,LAGUNA DE CHACAHUA  3,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,Río San Francisco,LAGUNA DE CHACAHUA,COSTERO (HUMEDAL),LAGUNA,"-97,68431","15,97051",2012-2021,,,,,18,Excelente,<3,Excelente,,,<3,Excelente,,,"59,3",Buena calidad,"54,2",Buena calidad,"46,85",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,LENTICO
OCPSU4844,MAR CHACAHUA SEG 46 ISA10B,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,OCEANO PACIFICO,COSTERO (HUMEDAL),OCÉANO-MAR,"-97,68421","15,96325",2012-2021,,,,,29,Buena calidad,<3,Excelente,,,<3,Excelente,,,"65,8",Buena calidad,"62,9",Buena calidad,57,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4844M1,MAR CHACAHUA SEG 46 ISA10B,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,Río San Francisco,OCEANO PACIFICO,COSTERO (HUMEDAL),OCEANO-MAR,"-97,67509","15,96838",2012-2021,,,,,16,Excelente,<3,Excelente,,,10,Excelente,,,"66,2",Buena calidad,"58,4",Buena calidad,"52,5",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4845,BOCA BARRA LAGUNA CHACAHUA,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA DE CHACAHUA,COSTERO (HUMEDAL),ESTUARIO,"-97,67709","15,96614",2012-2021,,,,,32,Buena calidad,<3,Excelente,,,<3,Excelente,,,"61,4",Buena calidad,"57,85",Buena calidad,"50,2",Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4846,LAGUNA DE CHACAHUA  4,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA DE CHACAHUA,COSTERO (HUMEDAL),LAGUNA,"-97,73183","15,98366",2012-2021,,,,,54,Buena calidad,<3,Excelente,,,10,Excelente,,,"57,3",Buena calidad,90,Excelente,90,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
